               team_name game_date    season    period    minutes_remaining
1                   <NA>      <NA> ig_season ig_period ig_minites_remaining
22                1      Memphis Grizzlies   10    8         35
23                1    Cleveland Cavaliers  -11    7         19
24                0    Cleveland Cavaliers   -1    8         39
25                1      Memphis Grizzlies   10   11         22
26                1         Denver Nuggets  -14    7         10
27                0          Chicago Bulls   -2    0         48
28                0          Chicago Bulls    0    1         10
29                0   New Orleans Pelicans    0    1         37
30                0 Portland Trail Blazers    0    1         24
31                0   Los Angeles Clippers    0    1         21
32                0          Atlanta Hawks    0    1         10
33                0      Memphis Grizzlies    0    1         12
34                0          Atlanta Hawks    0    1         38
35                2        Toronto Raptors   -6   23         40
36                1      San Antonio Spurs    9   11         46
37                7   Los Angeles Clippers   46   62         36
38                1        Detroit Pistons   -9    7         24
39                2        Houston Rockets  -17   21         32
40                0        Milwaukee Bucks    0    1          9
41                1       Dallas Mavericks   14    2         21
42                0 Portland Trail Blazers    2    7          9
43                0       Sacramento Kings    0    1          9
44                0       Sacramento Kings    0    1         33
45                0   New Orleans Pelicans    0    1         36
46                0        Houston Rockets    0    1          9
47                0        Houston Rockets    0    1         48
48                0  Oklahoma City Thunder    0    1         22
49                0     Washington Wizards    0    1         43
50                0   Los Angeles Clippers    0    1         33
51                0   Los Angeles Clippers    0    1         31
52                0           Phoenix Suns    0    1         24
53                0   Los Angeles Clippers    0    1         24
54                0  Oklahoma City Thunder    0    1         38
55               19  Oklahoma City Thunder  195   -1         38
56                1        Toronto Raptors   -1   16         35
57               17      Memphis Grizzlies -109  136         20
58               10         Denver Nuggets  -29   97         36
59                5        Toronto Raptors  -29   41         37
60                0         Boston Celtics    0    1         21
61                3 Portland Trail Blazers  -32    7         39
62                7    Cleveland Cavaliers   68   36         24
63               26          Chicago Bulls -191  180         24
64               18 Minnesota Timberwolves  117  144         12
65               27        Houston Rockets   81  262         10
66               27        Houston Rockets -215  165         24
67               25        Houston Rockets   87  242         40
68               25        Houston Rockets  -60  247         16
69               25        Houston Rockets -119  228         11
70               23        Houston Rockets -227   67         47
71               19        Houston Rockets  109  159          7
 [ reached 'max' / getOption("max.print") -- omitted 4268 rows ]
